# ID_1   RA_1_1     DEC_1_1    X         Y         isoarea_SE class_starSE flags_SE r50_SE f_autoSE e_autoSE a_f001w   ell_f001w theta_f001w rKron_f001w f_f435w  f_f606w  f_f775w f_f814w  f_f105w  f_f125w  f_f140w  f_f160w  f_f090w  f_f115w f_f150w f_f200w f_f277w f_f356w f_f410m f_f444w e_f435w e_f606w e_f775w e_f814w e_f105w e_f125w e_f140w e_f160w e_f090w e_f115w e_f150w e_f200w e_f277w e_f356w e_f410m e_f444w apopt flag_1 ID_2   RA_2_1     DEC_2_1    zspec_1 zphot_1 EAzY_eazy_v13 EAzY_Larson EAzY_LarsonLyaRed flag_2 Separation_1 ID            Ra_1_2             Dec_1_2             Field   M_UV                zbest              zphot_2            zspec_2 ref                            isBL Xray index MBH                Lbol                  jname                ndup uid   ra_2_2     dec_2_2    file                                                    root                   srcid    nGr Grating grade zfit   z      comment                                                               References                                                                             nRef sn50  wmin wmax Lya  Ha   OIII L_Ha  L_OIII HST NIRCam slit FITS              Fnu Flam GroupID GroupSize Separation_2          Separation           
  48333  34.455358  -5.231831  10572.049 12295.454 145.0      0.98         0.0      3.327  0.07847  0.00465  3.094608  0.231125  -14.905503  24.756861   0.00715  0.00705  0.0     0.0113   0.0      0.01697  0.00183  0.00572  0.00394  0.00325 0.00595 0.00519 0.02605 0.07187 0.13809 0.13621 0.01051 0.00508 -99.0   0.00586 -99.0   0.00638 0.04633 0.0064  0.00745 0.00717 0.00604 0.005   0.00379 0.00378 0.00715 0.00508 0.28  2      48333  34.455358  -5.231831  -99.0   7.125   7.17          5.074       5.074             2      0.0          102711        34.455357          -5.231831           UDS     -17.64              4.99               4.99               0.0     Kocevski24                     0    0    177   -99.0              2.4464543676667156E43 j021749.29m051354.53 2    20547 34.455376  -5.231814  rubies-uds33-v3_g395m-f290lp_4233_53692.spec.fits       rubies-uds33-v3        53692    0   ""      3     5.2762 5.2762 "Redshift matches rubies-uds33-v3_prism-clear_4233_53692 z=5.2807"    "DKo24  z=N/A"                                                                         1    0.59  2.88 5.2  ""   11.0 ""   41.68 41.57  ""  ""     ""   "FITS   zfit   spl" ""  ""   27      2         0.09157018384732754   0.0035850020079026363
  50979  34.31313   -5.226766  27568.41  12903.655 229.0      0.98         0.0      3.178  0.10946  0.00333  3.162563  0.132751  -72.891648  25.300507   -0.00599 -0.00132 0.0     -0.00128 0.0      0.0127   -0.00486 0.01932  0.00295  0.00875 0.00828 0.01325 0.0224  0.06976 0.08636 0.1454  0.00658 0.00284 -99.0   0.00206 -99.0   0.00951 0.02026 0.01059 0.00407 0.00396 0.00326 0.00275 0.00215 0.00219 0.00379 0.00281 0.28  2      50979  34.31313   -5.226766  6.179   6.179   6.179         6.179       6.179             2      0.0          29881         34.313132          -5.226765           UDS     -18.06              6.17               6.17               6.17    Kocevski24/Kokorev24           2    0    85    7.52               3.4648902453593573E43 j021715.16m051336.41 2    15619 34.313154  -5.226781  rubies-uds3-nod-v3_prism-clear_4233_50716.spec.fits     rubies-uds3-nod-v3     50716    1   G395M   3     6.1774 6.1774 "Redshift matches rubies-uds3-v3_g395m-f290lp_4233_50716 z=6.1693"    "DKo24  z=6.170"                                                                       1    1.53  0.6  5.29 -2.2 21.0 ""   42.35 42.14  ""  ""     ""   "FITS   zfit   spl" ""  ""   11      3         0.097664448057981     0.008023078578099892 
  55620  34.270694  -5.217642  32639.688 13997.904 473.0      0.99         2.0      3.171  0.81262  0.00808  3.735558  0.047491  54.929193   29.884466   4.8E-4   0.02702  0.0     0.05284  0.0      0.07445  0.09908  0.09363  0.06673  0.0745  0.09555 0.11087 0.38968 1.00687 0.70001 0.80394 0.00801 0.00437 -99.0   0.0044  -99.0   0.01234 0.02541 0.01154 0.0119  0.01529 0.00971 0.008   0.00725 0.00924 0.01781 0.00909 0.33  10202  55620  34.270694  -5.217642  -99.0   5.375   5.787         4.634       4.687             10202  0.0          55783         34.270711521139155 -5.2176792889822154 UDS     -19.292877225315063 4.626031398773193  4.626031398773193  0.0     Kokorev24/Kocevski24           0    0    65    -99.0              9.779178156901662E43  j021704.97m051303.61 3    20969 34.270712  -5.217671  gto-wide-uds14-v3_g235h-f170lp_1215_4446.spec.fits      gto-wide-uds14-v3      4446     0   ""      3     4.6871 4.6871 "Redshift matches gto-wide-uds14-v3_prism-clear_1215_4446 z=4.6909"   "DKo24  z=N/A"                                                                         1    0.16  1.77 2.57 ""   ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   9       3         0.029889678853061593  0.14820984898538525  
  60332  34.260534  -5.209124  33854.047 15019.936 112.0      0.97         0.0      3.321  0.07998  0.00512  2.559376  0.151879  76.905724   20.475004   -0.00153 0.00629  0.0     0.0192   0.0      0.02819  0.0293   0.03046  0.02316  0.00147 0.01702 0.01381 0.02849 0.05751 0.12153 0.1079  0.00834 0.00403 -99.0   0.00441 -99.0   0.00958 0.02098 0.00895 0.00947 0.00845 0.0071  0.00604 0.00409 0.00412 0.00775 0.00551 0.28  2      60332  34.260534  -5.209124  5.36    5.36    5.36          5.36        5.36              2      0.0          116251        34.260537          -5.20912            UDS     -17.81              5.36               5.36               5.36    Kocevski24/Kokorev24/Kokorev24 2    0    56    6.83               2.815581641136284E43  j021702.53m051232.99 1    15935 34.260549  -5.209163  rubies-uds2-v3_g395m-f290lp_4233_59971.spec.fits        rubies-uds2-v3         59971    0   ""      3     5.3647 5.3647 ""                                                                    "DKo24  z=5.360"                                                                       1    0.29  2.88 5.2  ""   15.0 ""   42.14 42.22  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.16066703585995243   0.017973272738446573 
  63750  34.312142  -5.202543  27686.664 15810.46  81.0       0.95         0.0      2.727  0.073    0.00442  2.111951  0.188413  42.539909   16.895607   -7.0E-4  -0.00438 0.0     -0.00118 0.0      -0.00361 0.0      -0.01222 0.00365  0.0052  0.00121 0.00425 0.00853 0.05122 0.0726  0.1237  0.0076  0.00338 -99.0   0.00382 -99.0   0.01068 -99.0   0.00909 0.00863 0.00821 0.00662 0.00568 0.00377 0.00377 0.00695 0.005   0.28  3      63750  34.312142  -5.202543  6.52    6.52    6.52          6.52        6.52              3      0.0          119639        34.312143          -5.202546           UDS     -17.65              6.52               6.52               6.52    Kocevski24                     2    0    84    7.82               2.466729328061877E43  j021714.92m051209.27 1    15742 34.312171  -5.202574  rubies-uds3-v3_g395m-f290lp_4233_63166.spec.fits        rubies-uds3-v3         63166    0   ""      1     8.8513 8.8513 ""                                                                    "DKo24  z=6.520"                                                                       1    0.72  3.1  5.2  ""   ""   ""   ""    42.54  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.14225939633023285   0.011379518402759626 
  70634  34.471106  -5.190455  8689.347  17260.254 371.0      0.99         0.0      2.974  0.49229  0.00615  3.406193  0.053594  44.941633   27.249546   -0.00131 -0.00311 0.0     0.03059  0.0      0.07828  0.08345  0.046    0.0327   0.04576 0.06271 0.05085 0.13623 0.33935 1.11805 0.82204 0.01405 0.0047  -99.0   0.00559 -99.0   0.01626 0.02379 0.00997 0.01124 0.01086 0.00888 0.00723 0.00547 0.00621 0.0182  0.00752 0.33  10002  70634  34.471106  -5.190455  -99.0   7.525   7.254         5.389       5.392             10002  0.0          11219         34.47112649680852  -5.190443847236024  UDS     -19.19512162645615  5.428709506988525  5.428709506988525  0.0     Kokorev24/Kokorev24/Kocevski24 0    0    189   -99.0              8.99940199668419E43   j021753.07m051125.56 3    20651 34.471129  -5.190433  gto-wide-uds11-v3_g395h-f290lp_1215_4994.spec.fits      gto-wide-uds11-v3      4994     0   ""      3     5.5084 5.5084 "Redshift matches gto-wide-uds11-v3_prism-clear_1215_4994 z=5.5050"   "DKo24  z=N/A"                                                                         1    0.51  2.88 5.2  ""   38.4 ""   42.73 42.52  ""  ""     ""   "FITS   zfit   spl" ""  ""   28      2         0.04006805097659827   0.0837388914100864   
  78453  34.363491  -5.176947  21550.221 18882.229 672.0      0.96         0.0      3.474  0.60081  0.00318  4.505196  0.109205  75.970282   36.041569   0.0255   0.04049  0.0     0.09046  0.0      0.10037  0.08166  0.05993  0.08522  0.08926 0.0986  0.16378 0.36356 0.62137 0.58203 0.69158 0.0153  0.00573 -99.0   0.00548 -99.0   0.01419 0.02729 0.0117  0.00592 0.00568 0.00472 0.00401 0.00339 0.00334 0.00564 0.0038  0.5   2      78453  34.363491  -5.176947  -99.0   4.6     4.548         4.606       4.605             2      0.0          18804         34.363515044768505 -5.176963791951121  UDS     -19.21290064350012  4.317291259765625  4.317291259765625  0.0     Kokorev24/Kocevski24           0    0    108   -99.0              9.136350753250528E43  j021727.24m051037.13 3    20773 34.363495  -5.17698   gto-wide-uds13-v3_g235h-f170lp_1215_4273.spec.fits      gto-wide-uds13-v3      4273     0   ""      3     4.0536 4.0536 "Redshift matches gto-wide-uds13-v3_prism-clear_1215_4273 z=4.0611"   "DKo24  z=N/A"                                                                         1    0.12  1.7  2.95 ""   ""   ""   ""    42.27  ""  ""     ""   "FITS   zfit   spl" ""  ""   15      3         0.09257127168755987   0.10529081900332767  
  83623  34.478021  -5.168735  7862.48   19866.615 92.0       0.95         0.0      2.655  0.04876  0.00281  2.252547  0.187562  -89.667712  18.020372   0.00117  -0.00681 0.0     0.01331  0.0      0.01325  0.02493  0.00846  0.01768  0.01787 0.01313 0.01358 0.02015 0.04264 0.03774 0.06551 0.01052 0.00436 -99.0   0.00534 -99.0   0.01008 0.02023 0.00894 0.00528 0.00501 0.00421 0.00347 0.00263 0.00257 0.0043  0.00315 0.28  2      83623  34.478021  -5.168735  -99.0   7.85    5.75          5.728       5.762             2      0.0          139484        34.478026          -5.168735           UDS     -18.97              5.77               5.77               0.0     Kocevski24                     0    0    191   -99.0              7.435887484718596E43  j021754.73m051007.39 2    19937 34.478045  -5.168718  rubies-uds32-nod-v3_prism-clear_4233_125917.spec.fits   rubies-uds32-nod-v3    125917   1   G395M   3     6.042  6.042  "Redshift matches rubies-uds32-v3_prism-clear_4233_125917 z=6.0426"   "DKo24  z=N/A"                                                                         1    0.5   0.6  5.29 0.3  9.8  ""   42.14 41.91  ""  ""     ""   "FITS   zfit   spl" ""  ""   29      3         0.09157526243060506   0.017926806719033666 
  91684  34.452472  -5.154726  10915.685 21548.141 571.0      0.93         3.0      3.578  0.32372  0.00395  4.480596  0.122477  44.459862   35.844765   0.01437  0.01462  0.0     0.00787  0.0      0.02033  0.04275  0.04348  0.01795  0.02358 0.04009 0.0883  0.19447 0.28332 0.2968  0.31907 0.01651 0.00604 -99.0   0.00714 -99.0   0.0115  0.02352 0.01047 0.00405 0.00419 0.00338 0.00298 0.0025  0.00261 0.00409 0.00279 0.33  302    91684  34.452472  -5.154726  -99.0   4.15    4.299         4.286       4.283             302    0.0          32025         34.452492762590296 -5.154707337215251  UDS     -16.99379146804004  4.043330669403076  4.043330669403076  0.0     Kokorev24                      0    0    173   -99.0              1.440245709565501E43  j021748.60m050916.95 3    19766 34.452493  -5.154707  rubies-uds32-nod-v3_prism-clear_4233_136272.spec.fits   rubies-uds32-nod-v3    136272   1   G395M   3     2.4983 2.4983 "Redshift matches valentino-obs19-v3_g235m-f170lp_3567_136272 z=2.4884" -                                                                                      0    2.52  0.6  5.29 ""   ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   25      2         0.0014826691484553826 0.10027824924013738  
  98450  34.411918  -5.144805  15762.414 22739.186 70.0       0.96         0.0      2.33   0.02434  0.00171  1.989335  0.114772  -70.491969  15.914677   0.00384  -0.00419 0.0     -6.3E-4  0.0      0.01317  0.0      0.02067  0.00327  0.00685 0.00891 0.0064  0.01148 0.0149  0.03206 0.04436 0.00671 0.00445 -99.0   0.00458 -99.0   0.00876 -99.0   0.00795 0.00302 0.00301 0.00249 0.0021  0.00152 0.00137 0.00239 0.00178 0.28  3      98450  34.411918  -5.144805  -99.0   9.725   8.966         7.265       7.229             3      0.0          177350        34.411921          -5.144804           UDS     -18.23              7.63               7.63               0.0     Kocevski24                     0    0    147   -99.0              3.992274097591895E43  j021738.87m050841.25 2    22254 34.41194   -5.144792  rubies-uds31-nod-v3_prism-clear_4233_143482.spec.fits   rubies-uds31-nod-v3    143482   0   ""      3     7.7838 7.7838 "Redshift matches rubies-uds31-v3_prism-clear_4233_143482 z=7.7818"   "DKo24  z=N/A"                                                                         1    1.05  0.6  5.29 -0.5 ""   ""   ""    42.36  ""  ""     ""   "FITS   zfit   spl" ""  ""   23      3         0.08066708440813632   0.011342930201143332 
  103132 34.424294  -5.136507  14283.152 23734.838 398.0      0.99         3.0      3.463  0.49798  0.00366  3.679502  0.074094  66.406333   29.436016   0.02577  0.00434  0.0     0.02699  0.0      0.03872  0.0      0.04844  0.02373  0.04015 0.0492  0.07081 0.27638 0.36921 0.75834 0.6774  0.0155  0.00598 -99.0   0.0078  -99.0   0.00963 -99.0   0.00852 0.00494 0.00496 0.00414 0.00362 0.00331 0.00337 0.00574 0.00415 0.33  10303  103132 34.424294  -5.136507  -99.0   5.25    5.187         5.171       5.172             10303  0.0          43738         34.4243105632024   -5.1364909347605625 UDS     -18.889104958022354 5.0900678634643555 5.0900678634643555 0.0     Kokorev24                      0    0    154   -99.0              6.944313041062055E43  j021741.83m050811.37 2    19828 34.424311  -5.136491  rubies-uds31-nod-v3_prism-clear_4233_149298.spec.fits   rubies-uds31-nod-v3    149298   1   G395M   3     5.1649 5.1649 "broad Halpha;"                                                       -                                                                                      0    1.01  0.6  5.29 3.3  22.5 ""   42.45 42.42  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.001583668844322468  0.08289641202458789  
  104079 34.417804  -5.134854  15058.846 23933.221 332.0      0.98         0.0      2.903  0.22169  0.00318  3.338506  0.122305  53.262541   26.708046   -0.01089 0.00794  0.0     0.00992  0.0      0.01927  0.0      0.03206  0.02966  0.02443 0.02567 0.05827 0.20657 0.19433 0.22858 0.24867 0.01401 0.00807 -99.0   0.00947 -99.0   0.01017 -99.0   0.00989 0.00446 0.00448 0.00371 0.00319 0.00293 0.00272 0.00411 0.00321 0.33  3      104079 34.417804  -5.134854  -99.0   4.95    4.551         5.122       5.122             3      0.0          44681         34.41782169195119  -5.134841768801986  UDS     -17.84414448443324  4.5811662673950195 4.5811662673950195 0.0     Kokorev24                      0    0    148   -99.0              2.8963487730159635E43 j021740.28m050805.43 1    19832 34.417822  -5.134842  rubies-uds31-v3_g395m-f290lp_4233_150323.spec.fits      rubies-uds31-v3        150323   0   ""      3     3.6179 3.6179 ""                                                                    -                                                                                      0    3.07  2.88 5.14 ""   36.7 ""   42.17 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.0013830114337917026 0.07721979758397818  
  112136 34.387122  -5.121611  18725.85  25522.559 108.0      0.95         0.0      2.749  0.09507  0.00422  2.252416  0.136424  50.557703   18.019325   0.00759  -0.00238 0.0     0.01445  0.0      0.0      0.0      0.0      0.02463  0.0419  0.04036 0.03575 0.03774 0.09261 0.04315 0.0858  0.00841 0.00447 -99.0   0.00572 -99.0   -99.0   -99.0   -99.0   0.00623 0.00636 0.00536 0.00468 0.00378 0.00368 0.00552 0.00425 0.28  5      112136 34.387122  -5.121611  -99.0   5.65    6.382         6.337       6.371             5      0.0          52856         34.38713641481489  -5.121605238050311  UDS     -19.206664201164383 6.320851802825928  6.320851802825928  0.0     Kokorev24                      0    0    126   -99.0              9.08807211132429E43   j021732.91m050717.78 2    22261 34.387135  -5.121605  rubies-uds31-nod-v3_prism-clear_4233_159869.spec.fits   rubies-uds31-nod-v3    159869   0   ""      3     6.2442 6.2442 "Redshift matches rubies-uds31-v3_prism-clear_4233_159869 z=6.2447"   -                                                                                      0    2.38  0.6  5.29 10.2 31.4 ""   42.66 42.9   ""  ""     ""   "FITS   zfit   spl" ""  ""   21      3         0.005144874036502278  0.055693183758277906 
  115535 34.372361  -5.115913  20490.139 26206.305 125.0      0.96         0.0      2.878  0.07275  0.00243  2.538862  0.117606  -8.366291   20.3109     -0.02153 4.0E-5   0.0     -0.00415 0.0      0.0      0.0      0.0      0.00594  0.0055  0.0134  0.01188 0.01789 0.05693 0.12199 0.13204 0.01195 0.00712 -99.0   0.00727 -99.0   -99.0   -99.0   -99.0   0.00412 0.00409 0.00351 0.00289 0.00251 0.0023  0.00411 0.00297 0.28  5      115535 34.372361  -5.115913  -99.0   8.675   7.138         8.256       7.218             5      0.0          55902         34.3723692861514   -5.115911848045463  UDS     -18.158123577049885 8.67038631439209   8.67038631439209   0.0     Kokorev24/Kocevski24           0    0    118   -99.0              3.759937403421825E43  j021729.37m050657.29 2    22268 34.37237   -5.115912  rubies-uds31-nod-v3_prism-clear_4233_163748.spec.fits   rubies-uds31-nod-v3    163748   0   ""      3     7.203  7.203  "Redshift matches rubies-uds31-v3_prism-clear_4233_163748 z=7.2012"   "DKo24  z=N/A"                                                                         1    1.83  0.6  5.29 -0.8 ""   ""   ""    41.95  ""  ""     ""   "FITS   zfit   spl" ""  ""   17      3         0.0026174206004379325 0.02999933269837511  
